po_id,item_description,vendor,region,department,po_date,quantity,unit_price,po_value
HPCL_PO_102271,CS Pipe of 200mm size,VENDOR_D,NR,REFINERY,2020-01-03,190,197.24,37475.6
HPCL_PO_107442,4 inch MS flange,VENDOR_C,NR,REFINERY,2022-04-17,177,143.31,25365.87
HPCL_PO_105822,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,SR,REFINERY,2022-11-20,121,107.16,12966.36
HPCL_PO_102769,2in SS control valve,VENDOR_D,ER,LPG,2019-01-16,93,275.57,25628.01
HPCL_PO_101091,CS Pipe 100 mm size,VENDOR_A,NR,MARKETING,2021-06-04,98,94.3,9241.4
HPCL_PO_102771,4 inch MS flange,VENDOR_B,NR,REFINERY,2022-06-17,40,147.48,5899.2
HPCL_PO_103254,CS pipe dia 100 mm,VENDOR_D,ER,MARKETING,2022-06-09,178,92.78,16514.84
HPCL_PO_105053,Carbon steel pipeline 100mm,VENDOR_B,NR,REFINERY,2022-11-26,99,107.72,10664.28
HPCL_PO_108005,Carbon steel pipeline 100mm,VENDOR_D,ER,REFINERY,2019-01-28,79,95.69,7559.51
HPCL_PO_100777,Supply of CS Pipe 200mm,VENDOR_D,ER,MARKETING,2020-05-08,81,183.27,14844.87
HPCL_PO_109431,MS Flange 4 inch,VENDOR_B,ER,MARKETING,2021-08-18,40,134.46,5378.4
HPCL_PO_100299,Supply of CS Pipe 200mm,VENDOR_A,SR,MARKETING,2024-10-28,179,267.31,47848.49
HPCL_PO_109883,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_D,WR,MARKETING,2021-06-04,29,96.6,2801.4
HPCL_PO_101090,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_C,ER,LPG,2019-01-21,45,102.43,4609.35
HPCL_PO_101194,Carbon steel pipeline 100mm,VENDOR_C,ER,LPG,2023-03-15,125,110.85,13856.25
HPCL_PO_108180,2in SS control valve,VENDOR_A,ER,REFINERY,2023-12-25,22,271.44,5971.68
HPCL_PO_105465,CS pipe dia 100 mm,VENDOR_B,ER,REFINERY,2019-01-22,102,110.32,11252.64
HPCL_PO_108741,CS Pipe 100 mm size,VENDOR_B,NR,MARKETING,2023-12-19,153,106.63,16314.39
HPCL_PO_100532,SS valve size 2 inch,VENDOR_B,WR,PIPELINE,2023-01-14,120,252.37,30284.4
HPCL_PO_103263,4 inch MS flange,VENDOR_A,SR,LPG,2022-06-20,72,155.04,11162.88
HPCL_PO_100971,SS valve size 2 inch,VENDOR_A,NR,MARKETING,2019-05-31,53,237.08,12565.24
HPCL_PO_111380,Stainless steel valve 2 inch,VENDOR_A,ER,LPG,2019-04-16,140,256.41,35897.4
HPCL_PO_104084,CS Pipe 100 mm size,VENDOR_A,ER,LPG,2024-08-01,22,102.47,2254.34
HPCL_PO_101113,Mild steel flange of 4in size,VENDOR_D,NR,PIPELINE,2021-05-04,156,150.12,23418.72
HPCL_PO_103708,"Supply of SS Valve 2""",VENDOR_B,SR,MARKETING,2022-03-11,6,254.51,1527.06
HPCL_PO_106712,CS pipe dia 100 mm,VENDOR_D,WR,MARKETING,2022-01-18,135,111.77,15088.95
HPCL_PO_101592,MS Flange 4 inch,VENDOR_D,ER,PIPELINE,2021-07-25,73,139.06,10151.38
HPCL_PO_102391,CS Pipe 100 mm size,VENDOR_C,ER,PIPELINE,2021-07-12,101,108.84,10992.84
HPCL_PO_107924,Stainless steel valve 2 inch,VENDOR_B,SR,MARKETING,2023-08-02,9,265.03,2385.27
HPCL_PO_105885,Stainless steel valve 2 inch,VENDOR_B,ER,PIPELINE,2019-03-05,105,271.12,28467.6
HPCL_PO_107307,"Supply of SS Valve 2""",VENDOR_D,NR,PIPELINE,2024-12-24,174,255.51,44458.74
HPCL_PO_105727,4 inch MS flange,VENDOR_B,SR,REFINERY,2023-12-07,19,132.59,2519.21
HPCL_PO_101082,Supply of CS Pipe 200mm,VENDOR_C,SR,LPG,2021-08-04,30,191.16,5734.8
HPCL_PO_105641,"Supply of SS Valve 2""",VENDOR_C,WR,LPG,2023-08-23,199,256.57,51057.43
HPCL_PO_103445,Carbon Steel Pipe 200 mm,VENDOR_B,WR,LPG,2024-10-22,60,190.0,11400.0
HPCL_PO_111688,2in SS control valve,VENDOR_D,SR,MARKETING,2024-04-20,158,272.26,43017.08
HPCL_PO_108177,SS valve size 2 inch,VENDOR_B,NR,PIPELINE,2021-02-14,142,244.35,34697.7
HPCL_PO_108863,CS Pipe 100 mm size,VENDOR_D,NR,PIPELINE,2019-12-28,60,109.49,6569.4
HPCL_PO_102020,100mm carbon steel pipe,VENDOR_D,NR,LPG,2020-08-27,168,96.8,16262.4
HPCL_PO_109736,Carbon steel pipeline 100mm,VENDOR_B,ER,PIPELINE,2021-08-12,50,104.74,5237.0
HPCL_PO_101803,"Supply of SS Valve 2""",VENDOR_B,SR,PIPELINE,2023-10-20,111,232.92,25854.12
HPCL_PO_111633,100mm carbon steel pipe,VENDOR_D,NR,MARKETING,2023-09-25,77,103.7,7984.9
HPCL_PO_104098,MS Flange 4 inch,VENDOR_B,WR,PIPELINE,2023-08-24,127,155.34,19728.18
HPCL_PO_104889,CS pipe dia 100 mm,VENDOR_C,SR,LPG,2019-12-05,168,107.53,18065.04
HPCL_PO_108563,MS Flange 4 inch,VENDOR_B,NR,REFINERY,2020-11-22,42,153.14,6431.88
HPCL_PO_102759,Carbon Steel Pipe 200 mm,VENDOR_B,NR,LPG,2020-07-22,173,180.28,31188.44
HPCL_PO_101642,"Supply of MS flange 4""",VENDOR_D,SR,PIPELINE,2021-07-01,120,136.21,16345.2
HPCL_PO_110363,200 mm dia carbon steel pipe,VENDOR_B,NR,LPG,2022-12-11,151,176.09,26589.59
HPCL_PO_108757,CS Pipe of 200mm size,VENDOR_C,SR,REFINERY,2019-06-18,159,177.51,28224.09
HPCL_PO_108661,2in SS control valve,VENDOR_C,NR,REFINERY,2019-02-19,74,247.76,18334.24
HPCL_PO_107481,CS Pipe of 200mm size,VENDOR_C,WR,LPG,2022-01-16,62,200.15,12409.3
HPCL_PO_104643,200 mm dia carbon steel pipe,VENDOR_D,SR,MARKETING,2023-06-26,42,290.35,12194.7
HPCL_PO_108261,"Supply of MS flange 4""",VENDOR_B,SR,PIPELINE,2020-03-04,192,148.36,28485.12
HPCL_PO_105386,100mm carbon steel pipe,VENDOR_A,SR,MARKETING,2020-12-08,193,93.01,17950.93
HPCL_PO_109360,Mild steel flange of 4in size,VENDOR_C,NR,LPG,2021-11-08,51,155.12,7911.12
HPCL_PO_102088,Mild steel flange of 4in size,VENDOR_C,ER,LPG,2019-01-10,147,155.12,22802.64
HPCL_PO_104007,Mild steel flange of 4in size,VENDOR_C,SR,PIPELINE,2023-09-05,23,137.54,3163.42
HPCL_PO_100046,"Supply of SS Valve 2""",VENDOR_D,WR,MARKETING,2024-09-24,126,269.69,33980.94
HPCL_PO_110781,Supply of CS Pipe 200mm,VENDOR_A,SR,MARKETING,2023-04-29,187,185.61,34709.07
HPCL_PO_101149,200 mm dia carbon steel pipe,VENDOR_D,NR,LPG,2020-08-22,167,166.38,27785.46
HPCL_PO_109186,SS valve size 2 inch,VENDOR_D,SR,PIPELINE,2020-04-24,141,233.19,32879.79
HPCL_PO_109334,"Supply of MS flange 4""",VENDOR_D,WR,REFINERY,2022-05-07,150,143.54,21531.0
HPCL_PO_100895,Supply of CS Pipe 200mm,VENDOR_C,SR,REFINERY,2020-08-07,119,167.9,19980.1
HPCL_PO_111264,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_D,ER,LPG,2023-09-26,50,107.95,5397.5
HPCL_PO_107724,CS Pipe of 200mm size,VENDOR_D,NR,REFINERY,2022-12-22,85,193.9,16481.5
HPCL_PO_100765,4 inch MS flange,VENDOR_B,NR,MARKETING,2021-12-02,48,142.9,6859.2
HPCL_PO_109402,4 inch MS flange,VENDOR_D,SR,REFINERY,2022-04-09,92,150.39,13835.88
HPCL_PO_111144,2in SS control valve,VENDOR_C,NR,LPG,2024-03-16,176,255.67,44997.92
HPCL_PO_107955,CS Pipe of 200mm size,VENDOR_B,NR,MARKETING,2021-03-10,102,192.22,19606.44
HPCL_PO_103578,SS valve size 2 inch,VENDOR_D,NR,MARKETING,2024-03-29,12,266.31,3195.72
HPCL_PO_102935,"Supply of MS flange 4""",VENDOR_C,WR,LPG,2022-05-23,29,134.51,3900.79
HPCL_PO_101566,CS Pipe of 200mm size,VENDOR_D,ER,MARKETING,2021-12-11,109,167.75,18284.75
HPCL_PO_111856,100mm carbon steel pipe,VENDOR_A,SR,LPG,2021-09-19,53,95.42,5057.26
HPCL_PO_109518,"Supply of SS Valve 2""",VENDOR_B,ER,PIPELINE,2019-12-07,155,255.33,39576.15
HPCL_PO_101201,Supply of CS Pipe 200mm,VENDOR_B,ER,PIPELINE,2022-10-31,85,169.85,14437.25
HPCL_PO_105261,SS valve size 2 inch,VENDOR_D,WR,REFINERY,2024-08-08,154,257.98,39728.92
HPCL_PO_103755,CS Pipe of 200mm size,VENDOR_C,ER,MARKETING,2020-03-03,16,180.41,2886.56
HPCL_PO_105333,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,NR,MARKETING,2021-08-22,143,103.14,14749.02
HPCL_PO_111028,Carbon Steel Pipe 200 mm,VENDOR_B,ER,MARKETING,2022-09-20,64,187.73,12014.72
HPCL_PO_103037,100mm carbon steel pipe,VENDOR_D,NR,REFINERY,2019-10-11,193,109.27,21089.11
HPCL_PO_110581,CS Pipe 100 mm size,VENDOR_A,ER,PIPELINE,2019-12-25,74,98.79,7310.46
HPCL_PO_100565,MS Flange 4 inch,VENDOR_D,NR,MARKETING,2022-04-07,117,139.95,16374.15
HPCL_PO_108391,Carbon Steel Pipe 200 mm,VENDOR_B,NR,REFINERY,2023-06-03,188,193.11,36304.68
HPCL_PO_102619,"Supply of SS Valve 2""",VENDOR_D,ER,MARKETING,2022-10-16,58,258.06,14967.48
HPCL_PO_108955,200 mm dia carbon steel pipe,VENDOR_A,NR,REFINERY,2023-11-08,91,189.03,17201.73
HPCL_PO_104191,CS pipe dia 100 mm,VENDOR_C,SR,PIPELINE,2021-07-05,184,95.33,17540.72
HPCL_PO_104923,Carbon steel pipeline 100mm,VENDOR_A,SR,PIPELINE,2021-03-30,75,108.31,8123.25
HPCL_PO_101011,CS Pipe 100 mm size,VENDOR_C,SR,PIPELINE,2019-07-06,149,93.22,13889.78
HPCL_PO_111539,"Supply of MS flange 4""",VENDOR_A,NR,LPG,2021-10-22,156,138.82,21655.92
HPCL_PO_106392,CS Pipe 100 mm size,VENDOR_D,ER,PIPELINE,2022-08-18,162,95.61,15488.82
HPCL_PO_111798,"Supply of MS flange 4""",VENDOR_D,ER,REFINERY,2021-06-16,143,129.21,18477.03
HPCL_PO_103424,200 mm dia carbon steel pipe,VENDOR_C,SR,LPG,2024-07-07,189,176.56,33369.84
HPCL_PO_107540,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_D,SR,MARKETING,2022-11-08,71,95.82,6803.22
HPCL_PO_108732,CS Pipe of 200mm size,VENDOR_C,ER,MARKETING,2023-11-17,112,171.24,19178.88
HPCL_PO_110606,Supply of CS Pipe 200mm,VENDOR_A,NR,LPG,2022-07-25,33,169.51,5593.83
HPCL_PO_102108,100mm carbon steel pipe,VENDOR_C,WR,LPG,2024-12-26,77,106.25,8181.25
HPCL_PO_102816,Carbon steel pipeline 100mm,VENDOR_C,NR,PIPELINE,2020-09-15,19,94.9,1803.1
HPCL_PO_109205,CS Pipe 100 mm size,VENDOR_D,ER,REFINERY,2019-08-20,115,94.1,10821.5
HPCL_PO_102390,2in SS control valve,VENDOR_D,ER,MARKETING,2024-08-14,104,258.63,26897.52
HPCL_PO_111854,Carbon Steel Pipe 200 mm,VENDOR_D,SR,MARKETING,2022-04-05,143,173.44,24801.92
HPCL_PO_105587,4 inch MS flange,VENDOR_C,ER,LPG,2023-05-03,88,134.8,11862.4
HPCL_PO_102119,SS valve size 2 inch,VENDOR_D,WR,MARKETING,2020-10-17,158,267.05,42193.9
HPCL_PO_109944,200 mm dia carbon steel pipe,VENDOR_C,NR,LPG,2023-04-13,51,176.1,8981.1
HPCL_PO_106377,CS Pipe of 200mm size,VENDOR_C,NR,REFINERY,2020-10-17,116,176.79,20507.64
HPCL_PO_105837,Supply of CS Pipe 200mm,VENDOR_D,WR,REFINERY,2023-08-06,175,185.02,32378.5
HPCL_PO_108629,Carbon Steel Pipe 200 mm,VENDOR_A,WR,MARKETING,2023-01-18,119,179.78,21393.82
HPCL_PO_110178,Mild steel flange of 4in size,VENDOR_C,NR,PIPELINE,2024-12-17,41,149.94,6147.54
HPCL_PO_110378,SS valve size 2 inch,VENDOR_B,SR,PIPELINE,2024-08-28,96,253.31,24317.76
HPCL_PO_106005,2in SS control valve,VENDOR_B,SR,LPG,2022-11-23,72,278.27,20035.44
HPCL_PO_110651,Carbon Steel Pipe 200 mm,VENDOR_A,SR,MARKETING,2020-12-15,77,169.7,13066.9
HPCL_PO_104913,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,WR,REFINERY,2023-06-06,141,100.21,14129.61
HPCL_PO_107820,100mm carbon steel pipe,VENDOR_C,WR,MARKETING,2019-04-19,48,92.48,4439.04
HPCL_PO_101345,CS Pipe of 200mm size,VENDOR_B,ER,LPG,2023-09-04,190,175.3,33307.0
HPCL_PO_101444,200 mm dia carbon steel pipe,VENDOR_D,ER,MARKETING,2022-01-21,109,190.45,20759.05
HPCL_PO_102625,CS pipe dia 100 mm,VENDOR_B,WR,REFINERY,2019-04-30,67,92.46,6194.82
HPCL_PO_108855,SS valve size 2 inch,VENDOR_B,SR,PIPELINE,2020-03-03,67,237.3,15899.1
HPCL_PO_100080,CS pipe dia 100 mm,VENDOR_D,WR,PIPELINE,2019-05-14,64,97.76,6256.64
HPCL_PO_105427,Carbon Steel Pipe 200 mm,VENDOR_D,SR,PIPELINE,2024-04-14,99,168.92,16723.08
HPCL_PO_102407,Carbon Steel Pipe 200 mm,VENDOR_D,NR,PIPELINE,2023-09-27,200,190.81,38162.0
HPCL_PO_100335,Mild steel flange of 4in size,VENDOR_A,SR,PIPELINE,2024-08-05,110,153.52,16887.2
HPCL_PO_102874,Mild steel flange of 4in size,VENDOR_D,WR,REFINERY,2024-05-12,182,132.61,24135.02
HPCL_PO_106157,MS Flange 4 inch,VENDOR_C,SR,PIPELINE,2023-06-03,192,138.08,26511.36
HPCL_PO_103891,2in SS control valve,VENDOR_D,NR,PIPELINE,2021-01-10,26,269.49,7006.74
HPCL_PO_101572,2in SS control valve,VENDOR_C,ER,MARKETING,2022-07-06,87,275.36,23956.32
HPCL_PO_108217,CS Pipe of 200mm size,VENDOR_C,ER,MARKETING,2021-02-12,33,188.46,6219.18
HPCL_PO_103944,100mm carbon steel pipe,VENDOR_C,ER,MARKETING,2022-04-07,110,110.58,12163.8
HPCL_PO_102109,CS Pipe of 200mm size,VENDOR_D,SR,MARKETING,2024-01-23,151,193.3,29188.3
HPCL_PO_110242,CS Pipe of 200mm size,VENDOR_C,SR,REFINERY,2023-11-13,163,281.6,45900.8
HPCL_PO_101509,MS Flange 4 inch,VENDOR_C,WR,MARKETING,2024-01-04,165,139.5,23017.5
HPCL_PO_101896,Mild steel flange of 4in size,VENDOR_D,WR,PIPELINE,2024-09-06,102,144.68,14757.36
HPCL_PO_109658,SS valve size 2 inch,VENDOR_D,WR,PIPELINE,2021-02-26,169,249.73,42204.37
HPCL_PO_107821,Carbon Steel Pipe 200 mm,VENDOR_A,SR,PIPELINE,2023-01-03,105,186.98,19632.9
HPCL_PO_109919,"Supply of SS Valve 2""",VENDOR_B,WR,PIPELINE,2020-08-19,133,275.13,36592.29
HPCL_PO_106044,2in SS control valve,VENDOR_C,ER,LPG,2023-11-25,193,249.41,48136.13
HPCL_PO_101845,Carbon steel pipeline 100mm,VENDOR_A,SR,REFINERY,2020-07-30,128,110.6,14156.8
HPCL_PO_100111,4 inch MS flange,VENDOR_C,WR,PIPELINE,2020-03-19,177,235.79,41734.83
HPCL_PO_100472,Carbon steel pipeline 100mm,VENDOR_B,ER,REFINERY,2019-06-04,190,99.69,18941.1
HPCL_PO_109545,4 inch MS flange,VENDOR_A,SR,LPG,2019-03-09,102,146.62,14955.24
HPCL_PO_107325,Supply of CS Pipe 200mm,VENDOR_C,NR,LPG,2023-04-25,132,200.76,26500.32
HPCL_PO_106775,Stainless steel valve 2 inch,VENDOR_D,NR,REFINERY,2022-04-08,112,266.39,29835.68
HPCL_PO_108798,CS Pipe 100 mm size,VENDOR_C,ER,LPG,2019-07-07,131,99.01,12970.31
HPCL_PO_109014,Stainless steel valve 2 inch,VENDOR_B,WR,MARKETING,2022-08-16,113,257.45,29091.85
HPCL_PO_109981,CS Pipe 100 mm size,VENDOR_B,ER,REFINERY,2021-11-09,175,102.16,17878.0
HPCL_PO_101183,2in SS control valve,VENDOR_B,NR,PIPELINE,2023-11-13,114,269.13,30680.82
HPCL_PO_106597,4 inch MS flange,VENDOR_C,SR,REFINERY,2022-10-22,159,152.18,24196.62
HPCL_PO_107078,100mm carbon steel pipe,VENDOR_C,ER,LPG,2022-12-18,64,110.17,7050.88
HPCL_PO_103437,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_C,SR,MARKETING,2021-10-25,13,96.09,1249.17
HPCL_PO_102310,4 inch MS flange,VENDOR_D,ER,LPG,2021-09-30,64,147.5,9440.0
HPCL_PO_109061,CS Pipe of 200mm size,VENDOR_C,NR,LPG,2022-06-27,156,187.68,29278.08
HPCL_PO_111042,100mm carbon steel pipe,VENDOR_A,NR,REFINERY,2019-10-01,67,107.44,7198.48
HPCL_PO_107319,MS Flange 4 inch,VENDOR_A,WR,REFINERY,2022-02-16,187,154.02,28801.74
HPCL_PO_104341,2in SS control valve,VENDOR_A,NR,MARKETING,2024-03-11,147,232.23,34137.81
HPCL_PO_102692,MS Flange 4 inch,VENDOR_C,ER,PIPELINE,2019-01-11,191,141.39,27005.49
HPCL_PO_108805,"Supply of SS Valve 2""",VENDOR_C,SR,MARKETING,2019-02-13,96,232.32,22302.72
HPCL_PO_108596,2in SS control valve,VENDOR_C,WR,REFINERY,2019-09-25,57,242.74,13836.18
HPCL_PO_105528,"Supply of MS flange 4""",VENDOR_D,NR,LPG,2023-01-02,9,143.24,1289.16
HPCL_PO_102889,"Supply of MS flange 4""",VENDOR_C,NR,LPG,2023-01-22,78,133.72,10430.16
HPCL_PO_102184,Supply of CS Pipe 200mm,VENDOR_A,WR,MARKETING,2019-10-07,95,194.2,18449.0
HPCL_PO_105778,Supply of CS Pipe 200mm,VENDOR_C,WR,LPG,2020-01-03,144,168.36,24243.84
HPCL_PO_104394,4 inch MS flange,VENDOR_B,WR,REFINERY,2022-07-17,139,141.81,19711.59
HPCL_PO_110277,Stainless steel valve 2 inch,VENDOR_D,ER,REFINERY,2021-05-28,109,386.17,42092.53
HPCL_PO_110387,CS Pipe 100 mm size,VENDOR_B,ER,MARKETING,2021-02-01,59,99.79,5887.61
HPCL_PO_106023,100mm carbon steel pipe,VENDOR_D,NR,PIPELINE,2019-03-15,22,111.73,2458.06
HPCL_PO_109035,Mild steel flange of 4in size,VENDOR_A,WR,REFINERY,2022-10-28,14,130.94,1833.16
HPCL_PO_109421,"Supply of SS Valve 2""",VENDOR_A,NR,PIPELINE,2022-05-10,40,247.99,9919.6
HPCL_PO_101193,CS Pipe of 200mm size,VENDOR_C,ER,LPG,2019-10-20,169,180.95,30580.55
HPCL_PO_100045,Mild steel flange of 4in size,VENDOR_C,WR,REFINERY,2022-05-29,78,134.69,10505.82
HPCL_PO_103649,CS Pipe 100 mm size,VENDOR_A,WR,REFINERY,2019-02-14,157,107.02,16802.14
HPCL_PO_109730,Stainless steel valve 2 inch,VENDOR_A,WR,REFINERY,2019-03-12,34,277.84,9446.56
HPCL_PO_109475,Supply of CS Pipe 200mm,VENDOR_D,SR,PIPELINE,2019-09-10,78,196.33,15313.74
HPCL_PO_101578,"Supply of MS flange 4""",VENDOR_C,WR,MARKETING,2021-12-24,18,156.28,2813.04
HPCL_PO_103139,Mild steel flange of 4in size,VENDOR_B,NR,REFINERY,2020-07-05,94,143.62,13500.28
HPCL_PO_108288,"Supply of MS flange 4""",VENDOR_B,NR,PIPELINE,2022-08-26,191,144.58,27614.78
HPCL_PO_103429,Mild steel flange of 4in size,VENDOR_A,SR,MARKETING,2023-05-13,174,155.46,27050.04
HPCL_PO_101584,"Supply of SS Valve 2""",VENDOR_A,NR,MARKETING,2023-07-23,61,242.1,14768.1
HPCL_PO_104189,Mild steel flange of 4in size,VENDOR_A,SR,MARKETING,2019-08-16,187,140.89,26346.43
HPCL_PO_105972,Mild steel flange of 4in size,VENDOR_D,SR,LPG,2024-09-29,196,131.0,25676.0
HPCL_PO_110464,Carbon Steel Pipe 200 mm,VENDOR_A,WR,REFINERY,2022-10-23,193,171.79,33155.47
HPCL_PO_103334,SS valve size 2 inch,VENDOR_D,SR,LPG,2023-04-01,12,266.12,3193.44
HPCL_PO_106762,Stainless steel valve 2 inch,VENDOR_B,ER,PIPELINE,2023-03-06,33,240.47,7935.51
HPCL_PO_111227,100mm carbon steel pipe,VENDOR_C,WR,REFINERY,2020-03-06,179,102.87,18413.73
HPCL_PO_110121,"Supply of MS flange 4""",VENDOR_A,ER,REFINERY,2019-10-08,166,145.01,24071.66
HPCL_PO_100315,"Supply of MS flange 4""",VENDOR_C,NR,LPG,2020-11-14,99,133.2,13186.8
HPCL_PO_110286,Supply of CS Pipe 200mm,VENDOR_B,WR,REFINERY,2024-10-03,109,198.34,21619.06
HPCL_PO_106621,"Supply of SS Valve 2""",VENDOR_B,SR,LPG,2023-07-28,174,230.24,40061.76
HPCL_PO_106533,CS pipe dia 100 mm,VENDOR_B,WR,REFINERY,2022-03-10,196,104.57,20495.72
HPCL_PO_109369,CS Pipe 100 mm size,VENDOR_C,WR,PIPELINE,2023-08-03,127,108.92,13832.84
HPCL_PO_102144,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,SR,MARKETING,2024-09-02,45,96.02,4320.9
HPCL_PO_106500,CS Pipe of 200mm size,VENDOR_D,SR,PIPELINE,2020-11-05,159,171.56,27278.04
HPCL_PO_110042,CS Pipe of 200mm size,VENDOR_B,SR,MARKETING,2019-03-04,7,180.16,1261.12
HPCL_PO_105862,MS Flange 4 inch,VENDOR_D,SR,PIPELINE,2024-03-16,135,149.71,20210.85
HPCL_PO_105196,Carbon steel pipeline 100mm,VENDOR_A,ER,LPG,2024-09-15,196,108.75,21315.0
HPCL_PO_106662,2in SS control valve,VENDOR_B,WR,MARKETING,2021-06-28,54,234.03,12637.62
HPCL_PO_105170,200 mm dia carbon steel pipe,VENDOR_D,SR,MARKETING,2019-08-29,5,196.21,981.05
HPCL_PO_109026,CS Pipe of 200mm size,VENDOR_B,NR,MARKETING,2019-11-21,177,194.48,34422.96
HPCL_PO_101071,CS Pipe of 200mm size,VENDOR_D,SR,LPG,2021-06-04,94,173.15,16276.1
HPCL_PO_109212,Supply of CS Pipe 200mm,VENDOR_C,SR,REFINERY,2024-10-22,147,186.74,27450.78
HPCL_PO_107628,CS Pipe 100 mm size,VENDOR_D,WR,MARKETING,2023-04-28,56,108.92,6099.52
HPCL_PO_105605,100mm carbon steel pipe,VENDOR_D,WR,REFINERY,2021-05-16,41,147.03,6028.23
HPCL_PO_109963,200 mm dia carbon steel pipe,VENDOR_D,ER,LPG,2022-07-07,169,195.1,32971.9
HPCL_PO_110435,Mild steel flange of 4in size,VENDOR_D,WR,MARKETING,2023-07-19,95,148.13,14072.35
HPCL_PO_100409,"Supply of MS flange 4""",VENDOR_B,NR,LPG,2023-12-25,151,141.35,21343.85
HPCL_PO_103784,SS valve size 2 inch,VENDOR_D,SR,PIPELINE,2020-01-10,171,263.59,45073.89
HPCL_PO_103441,Stainless steel valve 2 inch,VENDOR_D,WR,LPG,2019-03-09,172,261.39,44959.08
HPCL_PO_100576,Supply of CS Pipe 200mm,VENDOR_C,NR,REFINERY,2022-05-10,87,178.87,15561.69
HPCL_PO_108608,CS Pipe 100 mm size,VENDOR_A,NR,REFINERY,2023-02-22,96,101.69,9762.24
HPCL_PO_105576,Mild steel flange of 4in size,VENDOR_A,SR,MARKETING,2022-01-26,180,130.49,23488.2
HPCL_PO_107197,SS valve size 2 inch,VENDOR_C,WR,PIPELINE,2020-04-17,22,273.37,6014.14
HPCL_PO_100713,"Supply of SS Valve 2""",VENDOR_D,SR,MARKETING,2023-07-28,33,268.07,8846.31
HPCL_PO_109466,MS Flange 4 inch,VENDOR_B,WR,REFINERY,2021-03-06,137,145.35,19912.95
HPCL_PO_105871,"Supply of MS flange 4""",VENDOR_B,NR,REFINERY,2020-06-18,81,133.2,10789.2
HPCL_PO_101087,CS pipe dia 100 mm,VENDOR_A,NR,MARKETING,2022-03-02,72,109.89,7912.08
HPCL_PO_103247,MS Flange 4 inch,VENDOR_C,SR,LPG,2023-06-10,183,135.6,24814.8
HPCL_PO_108473,Supply of CS Pipe 200mm,VENDOR_A,SR,MARKETING,2019-03-01,6,192.77,1156.62
HPCL_PO_108760,Supply of CS Pipe 200mm,VENDOR_C,NR,PIPELINE,2019-02-25,186,177.57,33028.02
HPCL_PO_102215,Supply of CS Pipe 200mm,VENDOR_B,NR,PIPELINE,2021-11-27,178,175.34,31210.52
HPCL_PO_101454,200 mm dia carbon steel pipe,VENDOR_B,SR,PIPELINE,2019-08-21,33,190.25,6278.25
HPCL_PO_104587,Carbon Steel Pipe 200 mm,VENDOR_D,WR,REFINERY,2019-02-26,101,193.5,19543.5
HPCL_PO_102420,100mm carbon steel pipe,VENDOR_A,WR,MARKETING,2023-07-06,43,102.57,4410.51
HPCL_PO_102858,"Supply of SS Valve 2""",VENDOR_B,NR,LPG,2021-03-30,29,238.41,6913.89
HPCL_PO_100881,Carbon steel pipeline 100mm,VENDOR_A,ER,MARKETING,2020-02-08,35,130.81,4578.35
HPCL_PO_101710,Supply of Carbon Steel Pipe of 100 mm diameter,VENDOR_A,NR,PIPELINE,2021-10-03,101,98.91,9989.91
HPCL_PO_103989,"Supply of SS Valve 2""",VENDOR_C,WR,LPG,2021-05-23,197,274.88,54151.36
HPCL_PO_111916,Mild steel flange of 4in size,VENDOR_D,NR,PIPELINE,2023-08-07,74,153.7,11373.8
HPCL_PO_109103,SS valve size 2 inch,VENDOR_D,SR,PIPELINE,2021-05-17,116,267.1,30983.6
HPCL_PO_104716,Stainless steel valve 2 inch,VENDOR_B,SR,PIPELINE,2020-11-19,145,256.43,37182.35
HPCL_PO_111693,Carbon steel pipeline 100mm,VENDOR_A,SR,PIPELINE,2022-03-12,112,92.27,10334.24
HPCL_PO_102405,CS pipe dia 100 mm,VENDOR_D,SR,LPG,2021-04-17,82,105.59,8658.38
HPCL_PO_103881,CS Pipe of 200mm size,VENDOR_B,NR,LPG,2019-04-11,40,308.94,12357.6
HPCL_PO_111834,CS Pipe 100 mm size,VENDOR_D,NR,PIPELINE,2022-05-26,158,136.96,21639.68
HPCL_PO_103060,CS Pipe of 200mm size,VENDOR_D,WR,REFINERY,2023-12-19,117,197.65,23125.05
HPCL_PO_111619,Mild steel flange of 4in size,VENDOR_B,SR,REFINERY,2024-04-16,90,138.42,12457.8
HPCL_PO_103353,Stainless steel valve 2 inch,VENDOR_C,ER,MARKETING,2023-05-04,39,258.16,10068.24
HPCL_PO_109128,MS Flange 4 inch,VENDOR_B,NR,PIPELINE,2020-01-25,8,155.85,1246.8
HPCL_PO_110995,Carbon Steel Pipe 200 mm,VENDOR_C,NR,REFINERY,2021-11-26,182,194.12,35329.84
